participant_id,full_name,nationality,age_group,condition,financial_literacy,need_for_cognition,technology_disposition,scenario,applicant,ai_verdict,ai_correct,participant_decision,followed_ai,correct_decision,confidence_1_5,response_time_ms
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,27851
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,5,"Anika P., 29, Full-time",D,True,D,True,True,3,20199
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,6,"David H., 47, Full-time",A,True,A,True,True,4,14152
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,7,"Fatima A., 33, Contract",D,False,D,True,False,3,15574
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,8,"Tom B., 22, Full-time",D,True,A,False,False,3,19863
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,9,"Olga S., 38, Full-time",A,True,A,True,True,3,12259
P0109,Andrew Wright,British,23-27,C_counterfactual,0,4.1,3.2,10,"Chen W., 45, Part-time",A,False,A,True,False,4,14371
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,14113
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,2,"James K., 28, Full-time",A,True,A,True,True,4,15253
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,3,"Priya R., 41, Self-employed",D,False,A,False,True,2,25385
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,23623
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,5,"Anika P., 29, Full-time",D,True,A,False,False,3,21240
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,6,"David H., 47, Full-time",A,True,A,True,True,3,17917
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,7,"Fatima A., 33, Contract",D,False,A,False,True,2,16298
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,8,"Tom B., 22, Full-time",D,True,A,False,False,3,23700
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,9,"Olga S., 38, Full-time",A,True,A,True,True,2,20196
P0110,Nafis Ahmed,Bangladeshi,18-22,C_counterfactual,0,2.3,2.4,10,"Chen W., 45, Part-time",A,False,A,True,False,3,16688
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,16412
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,2,"James K., 28, Full-time",A,True,A,True,True,4,17529
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,3,"Priya R., 41, Self-employed",D,False,A,False,True,2,20945
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,4,"Marcus T., 55, Part-time",D,True,D,True,True,4,17223
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,5,"Anika P., 29, Full-time",D,True,A,False,False,3,21067
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,6,"David H., 47, Full-time",A,True,D,False,False,2,20890
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,7,"Fatima A., 33, Contract",D,False,D,True,False,4,15415
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,8,"Tom B., 22, Full-time",D,True,D,True,True,4,12872
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,9,"Olga S., 38, Full-time",A,True,D,False,False,3,24288
P0111,Emeka Eze,Nigerian,33-40,B_surface,1,3.3,3.8,10,"Chen W., 45, Part-time",A,False,D,False,True,3,16602
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,14600
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,2,"James K., 28, Full-time",A,True,A,True,True,1,7810
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,3,"Priya R., 41, Self-employed",D,False,D,True,False,5,15156
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,12723
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,5,"Anika P., 29, Full-time",D,True,D,True,True,4,10754
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,6,"David H., 47, Full-time",A,True,D,False,False,4,21169
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,7,"Fatima A., 33, Contract",D,False,D,True,False,4,16893
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,8,"Tom B., 22, Full-time",D,True,D,True,True,2,18587
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,9,"Olga S., 38, Full-time",A,True,D,False,False,2,21228
P0112,Pradeep Iyer,Indian,23-27,B_surface,0,1.6,3.6,10,"Chen W., 45, Part-time",A,False,A,True,False,4,10659
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,1,"Sarah M., 34, Part-time",D,True,D,True,True,2,11545
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,2,"James K., 28, Full-time",A,True,A,True,True,2,13349
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,3,"Priya R., 41, Self-employed",D,False,A,False,True,4,11872
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,6609
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,5,"Anika P., 29, Full-time",D,True,D,True,True,3,9853
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,6,"David H., 47, Full-time",A,True,D,False,False,3,20927
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,7,"Fatima A., 33, Contract",D,False,D,True,False,3,15701
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,8,"Tom B., 22, Full-time",D,True,A,False,False,2,18042
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,9,"Olga S., 38, Full-time",A,True,A,True,True,3,15537
P0113,Saiful Islam,Bangladeshi,18-22,B_surface,2,3.0,4.0,10,"Chen W., 45, Part-time",A,False,A,True,False,3,7877
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,14605
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,2,"James K., 28, Full-time",A,True,A,True,True,4,16784
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,25290
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,4,"Marcus T., 55, Part-time",D,True,D,True,True,4,13185
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,5,"Anika P., 29, Full-time",D,True,A,False,False,3,25565
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,6,"David H., 47, Full-time",A,True,A,True,True,3,18055
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,7,"Fatima A., 33, Contract",D,False,D,True,False,4,15305
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,8,"Tom B., 22, Full-time",D,True,D,True,True,2,8693
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,9,"Olga S., 38, Full-time",A,True,A,True,True,2,10639
P0114,Pooja Yadav,Indian,23-27,C_counterfactual,1,2.8,2.6,10,"Chen W., 45, Part-time",A,False,D,False,True,4,19731
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,1,"Sarah M., 34, Part-time",D,True,A,False,False,4,31468
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,2,"James K., 28, Full-time",A,True,A,True,True,4,14134
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,19600
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,16444
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,5,"Anika P., 29, Full-time",D,True,A,False,False,2,23973
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,6,"David H., 47, Full-time",A,True,D,False,False,3,18229
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,7,"Fatima A., 33, Contract",D,False,D,True,False,3,21521
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,8,"Tom B., 22, Full-time",D,True,A,False,False,3,24763
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,9,"Olga S., 38, Full-time",A,True,A,True,True,1,10401
P0115,Farhana Azmi,Malaysian,23-27,C_counterfactual,1,2.0,4.2,10,"Chen W., 45, Part-time",A,False,A,True,False,4,19637
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,1,"Sarah M., 34, Part-time",D,True,A,False,False,3,26775
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,2,"James K., 28, Full-time",A,True,A,True,True,3,21699
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,21350
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,4,"Marcus T., 55, Part-time",D,True,D,True,True,5,15358
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,5,"Anika P., 29, Full-time",D,True,A,False,False,4,21281
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,6,"David H., 47, Full-time",A,True,D,False,False,3,25977
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,7,"Fatima A., 33, Contract",D,False,A,False,True,4,24210
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,8,"Tom B., 22, Full-time",D,True,D,True,True,3,16006
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,9,"Olga S., 38, Full-time",A,True,D,False,False,4,27560
P0116,Umme Habiba,Bangladeshi,28-32,C_counterfactual,2,5.0,3.0,10,"Chen W., 45, Part-time",A,False,A,True,False,5,12050
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,1,"Sarah M., 34, Part-time",D,True,A,False,False,4,26826
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,2,"James K., 28, Full-time",A,True,A,True,True,4,6508
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,9940
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,15589
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,5,"Anika P., 29, Full-time",D,True,A,False,False,2,25493
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,6,"David H., 47, Full-time",A,True,D,False,False,3,21162
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,7,"Fatima A., 33, Contract",D,False,D,True,False,3,9212
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,8,"Tom B., 22, Full-time",D,True,A,False,False,3,23117
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,9,"Olga S., 38, Full-time",A,True,A,True,True,2,9820
P0117,Monirul Islam,Bangladeshi,41-50,A_no_explanation,3,3.1,2.9,10,"Chen W., 45, Part-time",A,False,D,False,True,2,22969
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,19426
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,2,"James K., 28, Full-time",A,True,A,True,True,4,6580
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,3,"Priya R., 41, Self-employed",D,False,D,True,False,5,16626
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,18669
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,5,"Anika P., 29, Full-time",D,True,A,False,False,3,16622
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,6,"David H., 47, Full-time",A,True,D,False,False,2,18403
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,7,"Fatima A., 33, Contract",D,False,D,True,False,3,13509
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,8,"Tom B., 22, Full-time",D,True,A,False,False,2,20099
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,9,"Olga S., 38, Full-time",A,True,D,False,False,3,18788
P0118,Shakib Al Hasan,Bangladeshi,18-22,A_no_explanation,0,5.0,4.2,10,"Chen W., 45, Part-time",A,False,A,True,False,3,11013
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,16207
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,2,"James K., 28, Full-time",A,True,D,False,False,2,23822
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,3,"Priya R., 41, Self-employed",D,False,D,True,False,2,11469
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,14957
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,5,"Anika P., 29, Full-time",D,True,A,False,False,3,27953
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,6,"David H., 47, Full-time",A,True,D,False,False,4,18716
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,7,"Fatima A., 33, Contract",D,False,D,True,False,4,4714
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,8,"Tom B., 22, Full-time",D,True,D,True,True,2,10856
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,9,"Olga S., 38, Full-time",A,True,A,True,True,4,9361
P0119,Nabilah Fikri,Malaysian,33-40,A_no_explanation,0,4.3,3.4,10,"Chen W., 45, Part-time",A,False,D,False,True,3,21089
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,1,"Sarah M., 34, Part-time",D,True,A,False,False,2,22677
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,2,"James K., 28, Full-time",A,True,A,True,True,3,17489
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,14294
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,13379
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,5,"Anika P., 29, Full-time",D,True,D,True,True,5,12437
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,6,"David H., 47, Full-time",A,True,A,True,True,4,6457
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,7,"Fatima A., 33, Contract",D,False,A,False,True,3,20231
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,8,"Tom B., 22, Full-time",D,True,D,True,True,3,19869
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,9,"Olga S., 38, Full-time",A,True,A,True,True,4,17684
P0120,Priya Sharma,Indian,23-27,A_no_explanation,0,2.8,4.3,10,"Chen W., 45, Part-time",A,False,D,False,True,1,24469
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,19338
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,2,"James K., 28, Full-time",A,True,A,True,True,4,18721
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,24715
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,24698
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,5,"Anika P., 29, Full-time",D,True,A,False,False,2,20400
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,6,"David H., 47, Full-time",A,True,A,True,True,4,22268
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,7,"Fatima A., 33, Contract",D,False,A,False,True,3,25784
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,8,"Tom B., 22, Full-time",D,True,A,False,False,2,23163
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,9,"Olga S., 38, Full-time",A,True,D,False,False,2,23794
P0121,Seema Tiwari,Indian,18-22,C_counterfactual,2,3.4,3.1,10,"Chen W., 45, Part-time",A,False,D,False,True,2,24044
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,1,"Sarah M., 34, Part-time",D,True,A,False,False,5,22092
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,2,"James K., 28, Full-time",A,True,A,True,True,3,15723
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,3,"Priya R., 41, Self-employed",D,False,A,False,True,2,21621
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,15870
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,5,"Anika P., 29, Full-time",D,True,D,True,True,4,11960
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,6,"David H., 47, Full-time",A,True,A,True,True,2,15830
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,7,"Fatima A., 33, Contract",D,False,D,True,False,4,12967
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,8,"Tom B., 22, Full-time",D,True,D,True,True,3,4326
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,9,"Olga S., 38, Full-time",A,True,A,True,True,4,13214
P0122,Chloe Martin,British,18-22,B_surface,3,2.2,1.9,10,"Chen W., 45, Part-time",A,False,A,True,False,3,13803
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,2,13222
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,2,"James K., 28, Full-time",A,True,A,True,True,5,10120
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,11237
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,4,"Marcus T., 55, Part-time",D,True,A,False,False,1,21933
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,5,"Anika P., 29, Full-time",D,True,A,False,False,3,21519
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,6,"David H., 47, Full-time",A,True,A,True,True,3,15062
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,7,"Fatima A., 33, Contract",D,False,D,True,False,4,10957
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,8,"Tom B., 22, Full-time",D,True,D,True,True,3,12938
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,9,"Olga S., 38, Full-time",A,True,D,False,False,2,20119
P0123,Anwara Begum,Bangladeshi,28-32,A_no_explanation,0,2.9,2.9,10,"Chen W., 45, Part-time",A,False,A,True,False,2,5037
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,1,"Sarah M., 34, Part-time",D,True,A,False,False,2,27966
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,2,"James K., 28, Full-time",A,True,A,True,True,1,12152
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,18841
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,24206
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,5,"Anika P., 29, Full-time",D,True,A,False,False,4,22480
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,6,"David H., 47, Full-time",A,True,A,True,True,3,10064
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,7,"Fatima A., 33, Contract",D,False,D,True,False,4,12313
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,8,"Tom B., 22, Full-time",D,True,D,True,True,3,9263
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,9,"Olga S., 38, Full-time",A,True,A,True,True,4,11895
P0124,Azlan Ishak,Malaysian,18-22,A_no_explanation,2,3.5,1.8,10,"Chen W., 45, Part-time",A,False,D,False,True,3,20745
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,1,"Sarah M., 34, Part-time",D,True,A,False,False,3,29528
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,2,"James K., 28, Full-time",A,True,D,False,False,3,24793
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,9998
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,4,"Marcus T., 55, Part-time",D,True,A,False,False,1,28360
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,5,"Anika P., 29, Full-time",D,True,A,False,False,4,22075
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,6,"David H., 47, Full-time",A,True,D,False,False,3,27021
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,7,"Fatima A., 33, Contract",D,False,D,True,False,4,14550
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,8,"Tom B., 22, Full-time",D,True,D,True,True,2,19973
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,9,"Olga S., 38, Full-time",A,True,A,True,True,4,11110
P0125,Wei Song,Chinese,33-40,C_counterfactual,2,3.4,3.4,10,"Chen W., 45, Part-time",A,False,D,False,True,4,19957
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,1,"Sarah M., 34, Part-time",D,True,A,False,False,3,29554
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,2,"James K., 28, Full-time",A,True,A,True,True,5,13043
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,9063
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,21566
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,5,"Anika P., 29, Full-time",D,True,A,False,False,4,25343
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,6,"David H., 47, Full-time",A,True,A,True,True,5,16184
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,7,"Fatima A., 33, Contract",D,False,A,False,True,2,20934
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,8,"Tom B., 22, Full-time",D,True,A,False,False,4,24401
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,9,"Olga S., 38, Full-time",A,True,D,False,False,3,28095
P0126,Shan Lin,Chinese,41-50,C_counterfactual,2,3.8,4.6,10,"Chen W., 45, Part-time",A,False,D,False,True,3,21291
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,1,"Sarah M., 34, Part-time",D,True,A,False,False,3,26146
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,2,"James K., 28, Full-time",A,True,A,True,True,3,9771
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,3,"Priya R., 41, Self-employed",D,False,A,False,True,4,25716
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,12029
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,5,"Anika P., 29, Full-time",D,True,D,True,True,4,9102
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,6,"David H., 47, Full-time",A,True,D,False,False,3,19590
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,7,"Fatima A., 33, Contract",D,False,A,False,True,3,17720
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,8,"Tom B., 22, Full-time",D,True,D,True,True,5,15579
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,9,"Olga S., 38, Full-time",A,True,D,False,False,3,31058
P0127,Minhajul Abedin,Bangladeshi,33-40,C_counterfactual,2,3.6,4.2,10,"Chen W., 45, Part-time",A,False,A,True,False,4,14463
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,14599
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,2,"James K., 28, Full-time",A,True,A,True,True,3,10751
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,10194
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,7381
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,5,"Anika P., 29, Full-time",D,True,A,False,False,3,20156
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,6,"David H., 47, Full-time",A,True,A,True,True,3,15667
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,7,"Fatima A., 33, Contract",D,False,A,False,True,3,30027
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,8,"Tom B., 22, Full-time",D,True,A,False,False,3,17058
P0128,Abul Kashem,Bangladeshi,18-22,A_no_explanation,2,4.6,2.0,9,"Olga S., 38, Full-time",A,True,D,False,False,3,27282
